Time,Container,From,To,CTMType
11/30/2021 13:25,MSMU6583690,RTG24,DD2_272_A_2,CheToStack
11/30/2021 13:25,MSCU9525249,RTG16,MM6_628_F_2,CheToStack
11/30/2021 13:25,MSDU7963430,RTG26,EE2_348_E_2,CheToStack
11/30/2021 13:26,TCLU1863853,RTG21,CC2_302_B_1,CheToStack
11/30/2021 13:26,KOCU4097852,RTG22,361898,CheToTruck
11/30/2021 13:26,MSDU7786870,RTG24,251430,CheToTruck
11/30/2021 13:26,MSMU5613660,RTG16,MM6_628_A_4,CheToStack
11/30/2021 13:27,DFSU4240615,RTG25,DD6_620_E_2,CheToStack
11/30/2021 13:27,MEDU4742551,RTG26,87216,CheToTruck
11/30/2021 13:27,MSMU6660380,RTG17,NN1_132_C_5,CheToStack
11/30/2021 13:27,MSDU7663290,RTG27,333318,CheToTruck
11/30/2021 13:28,TCNU8555649,RTG21,Unknown,CheToTruck
11/30/2021 13:28,MAEU4057779,RTG25,DD6_620_E_3,CheToStack
11/30/2021 13:28,MSKU1066456,RTG16,86773,CheToTruck
11/30/2021 13:28,MSMU7953633,RTG17,258687,CheToTruck
11/30/2021 13:29,TEMU6189200,RTG22,UTR5556,CheToTruck
11/30/2021 13:29,MEDU8296123,RTG28,CC3_382_E_2,CheToStack
11/30/2021 13:29,TCLU4979615,RTG25,351796,CheToTruck
11/30/2021 13:30,S0025367664,RTG21,Unknown,CheToTruck
11/30/2021 13:30,MSMU6660380,RTG17,NN1_132_D_3,CheToStack
11/30/2021 13:30,MEDU7216463,RTG26,6659,CheToTruck
11/30/2021 13:30,MSKU1201520,RTG22,MM5_582_D_3,CheToStack
11/30/2021 13:31,TGCU2129526,RTG24,DD2_293_F_1,CheToStack
11/30/2021 13:31,MRSU5151650,RTG16,MM6_620_C_3,CheToStack
11/30/2021 13:31,CARU5250715,RTG23,EE1_242_A_1,CheToStack
11/30/2021 13:31,MSMU6602193,RTG28,CC3_380_D_3,CheToStack
11/30/2021 13:32,S0025364293,RTG25,DD6_612_A_2,CheToStack
11/30/2021 13:32,MSMU6253790,RTG21,CC2_294_F_4,CheToStack
11/30/2021 13:33,S0025367772,RTG22,MM5_568_D_4,CheToStack
11/30/2021 13:33,FCIU5885908,RTG24,DD2_293_F_2,CheToStack
11/30/2021 13:33,SMCU1171462,RTG16,MM6_620_F_1,CheToStack
11/30/2021 13:33,HMMU6148021,RTG17,209794,CheToTruck
11/30/2021 13:33,MRSU5180848,RTG27,EE3_426_C_2,CheToStack
11/30/2021 13:33,BMOU5637539,RTG25,DD6_612_A_3,CheToStack
11/30/2021 13:33,KOCU4866941,RTG21,CC2_294_F_5,CheToStack
11/30/2021 13:34,MSMU7283228,RTG28,349989,CheToTruck
11/30/2021 13:34,MRKU2870132,RTG22,131911,CheToTruck
11/30/2021 13:34,S0025367783,RTG23,EE1_242_A_1,CheToStack
11/30/2021 13:35,SMCU1137869,RTG27,205908,CheToTruck
11/30/2021 13:35,S0025364293,RTG25,95187,CheToTruck
11/30/2021 13:35,CAIU9953710,RTG17,NN1_112_B_4,CheToStack
11/30/2021 13:35,MEDU6103971,RTG24,271696,CheToTruck
11/30/2021 13:35,INKU2201310,RTG21,CC2_294_B_1,CheToStack
11/30/2021 13:36,S0025367824,RTG16,MM6_620_E_3,CheToStack
11/30/2021 13:36,MSKU6978050,RTG17,NN1_112_B_5,CheToStack
11/30/2021 13:37,KOCU4962626,RTG25,100220,CheToTruck
11/30/2021 13:37,SUDU6956651,RTG27,332142,CheToTruck
11/30/2021 13:37,S0025367832,RTG26,EE2_324_C_1,CheToStack
11/30/2021 13:37,S0025367835,RTG16,315577,CheToTruck
11/30/2021 13:37,CRSU9185350,RTG22,MM5_560_A_4,CheToStack
11/30/2021 13:37,TCNU7215691,RTG17,NN1_112_C_5,CheToStack
11/30/2021 13:37,TGHU8871654,RTG21,Unknown,CheToTruck
11/30/2021 13:39,MSMU7619009,RTG24,DD2_298_F_1,CheToStack
11/30/2021 13:39,FCIU8621848,RTG28,CC2_346_E_4,CheToStack
11/30/2021 13:39,S0025367851,RTG26,138783,CheToTruck
11/30/2021 13:39,KOCU4866941,RTG21,CC2_294_E_1,CheToStack
11/30/2021 13:39,SMCU7016761,RTG22,171660,CheToTruck
11/30/2021 13:39,MSMU6243874,RTG17,312295,CheToTruck
11/30/2021 13:39,CAIU4013440,RTG25,DD6_612_A_2,CheToStack
11/30/2021 13:40,MSMU6253790,RTG21,CC2_294_E_2,CheToStack
11/30/2021 13:40,S0025367870,RTG25,DD6_612_A_3,CheToStack
11/30/2021 13:41,FFAU2575840,RTG24,230812,CheToTruck
11/30/2021 13:41,TCNU7215691,RTG17,NN1_112_D_1,CheToStack
11/30/2021 13:41,MSDU7643349,RTG28,108567,CheToTruck
11/30/2021 13:41,CRSU9185350,RTG22,MM5_560_B_3,CheToStack
11/30/2021 13:41,TGBU4051568,RTG26,316296,CheToTruck
11/30/2021 13:41,MSMU6376727,RTG16,MM6_654_C_1,CheToStack
11/30/2021 13:42,MSDU7378306,RTG27,EE3_454_F_2,CheToStack
11/30/2021 13:42,MSKU6978050,RTG17,NN1_112_D_2,CheToStack
11/30/2021 13:42,TRHU5013150,RTG21,CC2_294_E_3,CheToStack
11/30/2021 13:42,TCLU1556482,RTG25,DD6_612_A_4,CheToStack
11/30/2021 13:43,S0025367896,RTG23,EE1_222_F_2,CheToStack
11/30/2021 13:43,MSMU6299702,RTG16,MM6_654_C_2,CheToStack
11/30/2021 13:43,S0025365094,RTG27,346821,CheToTruck
11/30/2021 13:44,TGBU6373970,RTG21,CC2_294_B_2,CheToStack
11/30/2021 13:44,TRHU4576652,RTG26,EE2_308_D_3,CheToStack
11/30/2021 13:44,SEGU6011892,RTG25,229759,CheToTruck
11/30/2021 13:44,S0025367921,RTG23,EE1_222_F_3,CheToStack
11/30/2021 13:44,TGBU7809081,RTG24,DD2_272_F_2,CheToStack
11/30/2021 13:45,MEDU8239123,RTG16,215730,CheToTruck
11/30/2021 13:45,FFAU4132245,RTG22,358213,CheToTruck
11/30/2021 13:45,MSMU5739854,RTG26,EE2_308_D_4,CheToStack
11/30/2021 13:45,MSDU8325851,RTG24,DD2_272_E_3,CheToStack
11/30/2021 13:46,TGHU9617705,RTG28,CC2_330_F_4,CheToStack
11/30/2021 13:46,UETU5030226,RTG23,EE1_222_F_4,CheToStack
11/30/2021 13:47,FSCU8967362,RTG24,Unknown,CheToTruck
11/30/2021 13:47,MRKU3105760,RTG26,122175,CheToTruck
11/30/2021 13:48,TLLU7589959,RTG28,257061,CheToTruck
11/30/2021 13:48,MRSU5119010,RTG22,MM5_556_B_5,CheToStack
11/30/2021 13:48,MSKU0590181,RTG27,EE3_458_E_2,CheToStack
11/30/2021 13:48,TCNU2923609,RTG23,EE1_222_A_1,CheToStack
11/30/2021 13:50,MEDU8682430,RTG17,209138,CheToTruck
11/30/2021 13:50,BEAU4229097,RTG24,DD2_260_F_2,CheToStack
11/30/2021 13:50,MSMU8229957,RTG22,318114,CheToTruck
11/30/2021 13:50,MRKU5163220,RTG27,213874,CheToTruck
11/30/2021 13:51,GLDU7498107,RTG16,17267,CheToTruck
11/30/2021 13:51,TGHU9948750,RTG21,CC1_224_B_2,CheToStack
11/30/2021 13:51,S0025368022,RTG25,361852,CheToTruck
11/30/2021 13:51,S0025368024,RTG26,EE2_300_F_2,CheToStack
11/30/2021 13:52,UETU5030226,RTG23,EE1_222_E_1,CheToStack
11/30/2021 13:52,MEDU9496790,RTG24,DD2_260_E_4,CheToStack
11/30/2021 13:53,MRSU5119010,RTG22,MM5_556_C_1,CheToStack
11/30/2021 13:53,S0025368044,RTG26,EE2_300_F_3,CheToStack
11/30/2021 13:53,TCKU6879372,RTG16,MM6_614_D_2,CheToStack
11/30/2021 13:53,TCNU3121721,RTG21,297894,CheToTruck
11/30/2021 13:53,S0025368056,RTG25,DD6_730_A_2,CheToStack
11/30/2021 13:54,TGHU9948750,RTG21,CC1_224_C_3,CheToStack
11/30/2021 13:54,CAAU5603412,RTG17,NN1_194_E_1,CheToStack
11/30/2021 13:54,MSMU8771910,RTG26,318849,CheToTruck
11/30/2021 13:54,FSCU9435425,RTG24,311281,CheToTruck
11/30/2021 13:55,S0025368078,RTG25,319340,CheToTruck
11/30/2021 13:56,TCLU5494861,RTG17,140952,CheToTruck
11/30/2021 13:56,S0025368083,RTG23,EE1_210_F_4,CheToStack
11/30/2021 13:56,MEDU9496790,RTG24,DD2_260_A_1,CheToStack
11/30/2021 13:57,INKU6726950,RTG27,EE3_422_C_3,CheToStack
11/30/2021 13:57,TXGU5444990,RTG26,359400,CheToTruck
11/30/2021 13:57,TXGU5384530,RTG22,MM5_516_E_2,CheToStack
11/30/2021 13:57,MEDU8974283,RTG23,EE1_210_E_4,CheToStack
11/30/2021 13:58,S0025368103,RTG28,CC3_462_A_2,CheToStack
11/30/2021 13:58,S0025368118,RTG27,221778,CheToTruck
11/30/2021 13:58,DRYU9365830,RTG16,MM5_532_B_3,CheToStack
11/30/2021 13:58,MSMU6299425,RTG25,201163,CheToTruck
11/30/2021 13:59,TCLU5638871,RTG22,355296,CheToTruck
11/30/2021 13:59,MSMU6593954,RTG16,MM5_532_B_4,CheToStack
11/30/2021 13:59,TCNU1350009,RTG23,EE1_210_C_4,CheToStack
11/30/2021 14:00,TCNU5772260,RTG17,NN1_198_A_4,CheToStack
11/30/2021 14:00,S0025368139,RTG28,149284,CheToTruck
11/30/2021 14:00,TRHU5523826,RTG27,EE3_410_C_2,CheToStack
11/30/2021 14:01,S0025368152,RTG25,158909,CheToTruck
11/30/2021 14:01,SEGU4705451,RTG26,EE2_290_C_3,CheToStack
11/30/2021 14:01,MSDU7914760,RTG17,NN1_198_A_5,CheToStack
11/30/2021 14:01,DFSU7155482,RTG21,CC1_238_C_4,CheToStack
11/30/2021 14:01,FFAU4164221,RTG16,201319,CheToTruck
11/30/2021 14:02,S0025368083,RTG23,EE1_210_E_2,CheToStack
11/30/2021 14:02,TGHU6016505,RTG27,EE3_410_F_2,CheToStack
11/30/2021 14:02,TEMU8624544,RTG26,EE2_290_E_4,CheToStack
11/30/2021 14:02,MSMU7731723,RTG17,NN1_198_B_5,CheToStack
11/30/2021 14:03,MSMU6228843,RTG27,EE3_410_C_3,CheToStack
11/30/2021 14:03,TGHU6489827,RTG25,316396,CheToTruck
11/30/2021 14:03,MEDU8189589,RTG21,349742,CheToTruck
11/30/2021 14:03,BEAU5669510,RTG23,EE1_210_E_3,CheToStack
11/30/2021 14:04,BEAU6291019,RTG27,344917,CheToTruck
11/30/2021 14:04,TCNU2379100,RTG28,CC3_452_F_2,CheToStack
11/30/2021 14:04,FCIU8656741,RTG26,220296,CheToTruck
11/30/2021 14:04,FCIU6574433,RTG24,DD2_335_E_1,CheToStack
11/30/2021 14:04,MSMU5615283,RTG17,259656,CheToTruck
11/30/2021 14:05,FFAU4159400,RTG21,CC1_238_F_2,CheToStack
11/30/2021 14:05,TCNU7851287,RTG25,90861,CheToTruck
11/30/2021 14:05,MEDU6173182,RTG24,DD2_335_F_1,CheToStack
11/30/2021 14:06,GLDU9942550,RTG27,EE3_418_D_2,CheToStack
11/30/2021 14:06,MSMU7731723,RTG17,NN1_198_C_1,CheToStack
11/30/2021 14:06,UETU5657387,RTG16,MM5_528_F_1,CheToStack
11/30/2021 14:06,S0025368206,RTG28,326273,CheToTruck
11/30/2021 14:06,MSMU8786715,RTG27,EE3_418_D_3,CheToStack
11/30/2021 14:07,FTAU1250581,RTG24,DD2_335_E_2,CheToStack
11/30/2021 14:07,MSDU7914760,RTG17,NN1_198_C_2,CheToStack
11/30/2021 14:07,TGBU9787994,RTG27,EE3_418_F_4,CheToStack
11/30/2021 14:08,MEDU8461260,RTG16,MM5_528_F_2,CheToStack
11/30/2021 14:08,FBIU0298866,RTG25,89631,CheToTruck
11/30/2021 14:08,TCNU5772260,RTG17,NN1_198_C_3,CheToStack
11/30/2021 14:08,MSDU1418417,RTG24,346642,CheToTruck
11/30/2021 14:09,TCNU1350009,RTG23,EE1_210_A_1,CheToStack
11/30/2021 14:09,BEAU6325356,RTG27,119422,CheToTruck
11/30/2021 14:10,MSMU7930427,RTG16,308157,CheToTruck
11/30/2021 14:11,KOCU5192480,RTG25,DD6_678_B_1,CheToStack
11/30/2021 14:12,MEDU2520447,RTG28,CC3_455_D_2,CheToStack
11/30/2021 14:12,TGBU5885307,RTG25,DD6_678_B_2,CheToStack
11/30/2021 14:13,MSMU6600550,RTG16,MM5_536_D_1,CheToStack
11/30/2021 14:13,SMCU1212561,RTG27,228142,CheToTruck
11/30/2021 14:14,MSMU5571354,RTG23,EE1_186_A_1,CheToStack
11/30/2021 14:14,MSCU5150519,RTG17,NN1_210_C_5,CheToStack
11/30/2021 14:14,TGHU5067719,RTG25,Unknown,CheToTruck
11/30/2021 14:15,MIEU3079208,RTG22,MM5_520_A_3,CheToStack
11/30/2021 14:15,TCLU2370189,RTG28,298211,CheToTruck
11/30/2021 14:15,MSMU6593110,RTG16,308157,CheToTruck
11/30/2021 14:16,MSMU5637826,RTG16,146832,CheToTruck
11/30/2021 14:16,S0025366004,RTG17,211739,CheToTruck
11/30/2021 14:17,MRSU5212082,RTG22,226500,CheToTruck
11/30/2021 14:17,S0025368357,RTG23,EE1_174_A_1,CheToStack
11/30/2021 14:17,DFSU6011346,RTG25,217952,CheToTruck
11/30/2021 14:18,SMCU2034443,RTG27,EE5_499_F_3,CheToStack
11/30/2021 14:18,MSCU5150519,RTG17,NN1_210_D_2,CheToStack
11/30/2021 14:18,S0025368375,RTG28,CC3_452_F_3,CheToStack
11/30/2021 14:19,MEDU6644174,RTG27,117169,CheToTruck
11/30/2021 14:20,S0025368399,RTG25,DD6_666_F_1,CheToStack
11/30/2021 14:20,FSCU8189796,RTG28,CC3_452_F_3,CheToStack
11/30/2021 14:21,BMOU6791791,RTG22,MM5_508_A_2,CheToStack
11/30/2021 14:21,S0025368416,RTG21,259991,CheToTruck
11/30/2021 14:21,S0025368428,RTG25,DD6_666_F_2,CheToStack
11/30/2021 14:21,CAIU4792079,RTG17,NN1_242_D_3,CheToStack
11/30/2021 14:22,MEDU2721945,RTG26,EE2_273_C_1,CheToStack
11/30/2021 14:22,TRHU5132570,RTG28,81724,CheToTruck
11/30/2021 14:23,TRLU5768848,RTG22,MM5_508_A_3,CheToStack
11/30/2021 14:23,MSMU5665324,RTG17,258056,CheToTruck
11/30/2021 14:23,MSMU6373564,RTG16,MM6_662_C_2,CheToStack
11/30/2021 14:23,S0025368446,RTG25,Unknown,CheToTruck
11/30/2021 14:23,BMOU6955690,RTG24,DD2_338_F_1,CheToStack
11/30/2021 14:24,TCNU1368163,RTG16,327719,CheToTruck
11/30/2021 14:25,GLDU5326705,RTG26,EE2_273_C_2,CheToStack
11/30/2021 14:25,FFAU2635791,RTG24,221349,CheToTruck
11/30/2021 14:25,MSDU4192895,RTG22,82721,CheToTruck
11/30/2021 14:25,TGBU5636156,RTG17,NN1_230_D_2,CheToStack
11/30/2021 14:26,S0025368487,RTG25,DD6_666_A_2,CheToStack
11/30/2021 14:26,MEDU4569493,RTG28,CC3_448_D_2,CheToStack
11/30/2021 14:26,GAOU6706021,RTG23,349877,CheToTruck
11/30/2021 14:27,SMCU2032522,RTG16,MM6_665_E_3,CheToStack
11/30/2021 14:27,MSCU5785211,RTG25,297787,CheToTruck
11/30/2021 14:27,HLBU2028228,RTG17,62652,CheToTruck
11/30/2021 14:27,BMOU6106060,RTG21,CC2_268_B_2,CheToStack
11/30/2021 14:27,MSMU5901456,RTG28,CC3_448_D_3,CheToStack
11/30/2021 14:28,CGIU2233691,RTG16,316130,CheToTruck
11/30/2021 14:29,S0025368531,RTG21,CC2_268_B_3,CheToStack
11/30/2021 14:29,TGBU5881261,RTG28,CC3_448_C_4,CheToStack
11/30/2021 14:29,MSMU8077047,RTG25,300579,CheToTruck
11/30/2021 14:30,MSDU7284681,RTG27,EE5_496_B_2,CheToStack
11/30/2021 14:30,BEAU5863608,RTG24,220640,CheToTruck
11/30/2021 14:30,FFAU4162105,RTG21,119172,CheToTruck
11/30/2021 14:31,TCKU7492840,RTG23,219728,CheToTruck
11/30/2021 14:31,CAIU9900258,RTG25,DD6_662_E_1,CheToStack
11/30/2021 14:31,MSMU5742523,RTG27,EE5_496_B_3,CheToStack
11/30/2021 14:31,FFAU3863646,RTG17,NN1_182_F_1,CheToStack
11/30/2021 14:32,TCNU8908875,RTG28,361194,CheToTruck
11/30/2021 14:32,TLLU5053268,RTG24,DD2_286_E_1,CheToStack
11/30/2021 14:32,MEDU9393792,RTG26,EE3_406_C_3,CheToStack
11/30/2021 14:32,FFAU3949354,RTG17,NN1_182_F_2,CheToStack
11/30/2021 14:32,SMCU1198463,RTG25,DD6_662_E_2,CheToStack
11/30/2021 14:33,KDCU2175701,RTG16,318472,CheToTruck
11/30/2021 14:33,TCNU7670231,RTG27,102166,CheToTruck
11/30/2021 14:33,FFAU4162487,RTG22,MM5_552_C_3,CheToStack
11/30/2021 14:33,FFAU1761157,RTG26,215725,CheToTruck
11/30/2021 14:33,MAEU6407639,RTG25,310830,CheToTruck
11/30/2021 14:34,MSMU7930406,RTG17,318113,CheToTruck
11/30/2021 14:34,GATU8490583,RTG23,317637,CheToTruck
11/30/2021 14:35,BMOU6908980,RTG21,CC1_242_A_2,CheToStack
11/30/2021 14:35,SMCU2034443,RTG27,155645,CheToTruck
11/30/2021 14:35,S0025368619,RTG25,255375,CheToTruck
11/30/2021 14:36,S0025368622,RTG28,CC3_429_D_1,CheToStack
11/30/2021 14:36,MSMU6475231,RTG22,MM5_552_B_2,CheToStack
11/30/2021 14:36,FFAU3760761,RTG21,CC1_242_A_4,CheToStack
11/30/2021 14:37,CARU5785276,RTG24,DD2_286_E_2,CheToStack
11/30/2021 14:37,TGBU7747966,RTG26,EE3_426_C_3,CheToStack
11/30/2021 14:37,MEDU7655147,RTG28,CC3_430_D_2,CheToStack
11/30/2021 14:37,TGBU9855893,RTG16,MM5_590_E_2,CheToStack
11/30/2021 14:38,MRKU4160720,RTG25,DD6_648_E_2,CheToStack
11/30/2021 14:38,MRKU2732806,RTG27,EE5_524_A_2,CheToStack
11/30/2021 14:38,MSKU8591353,RTG21,80962,CheToTruck
11/30/2021 14:38,S0025368644,RTG17,NN1_160_F_2,CheToStack
11/30/2021 14:39,FSCU7359706,RTG28,CC3_429_D_3,CheToStack
11/30/2021 14:39,SMCU1169845,RTG25,DD6_648_B_2,CheToStack
11/30/2021 14:39,TLLU5965960,RTG16,179805,CheToTruck
11/30/2021 14:39,TCNU9792795,RTG24,DD2_298_A_2,CheToStack
11/30/2021 14:39,TCLU5241760,RTG27,90248,CheToTruck
11/30/2021 14:40,MSMU5615719,RTG17,219879,CheToTruck
11/30/2021 14:40,S0025368676,RTG25,357470,CheToTruck
11/30/2021 14:40,GATU4284990,RTG21,CC1_242_F_1,CheToStack
11/30/2021 14:40,TGBU7747966,RTG26,EE3_426_D_3,CheToStack
11/30/2021 14:40,CAXU9959155,RTG24,DD2_298_A_3,CheToStack
11/30/2021 14:41,MRSU5180848,RTG26,EE3_426_B_3,CheToStack
11/30/2021 14:41,S0025368684,RTG28,359491,CheToTruck
11/30/2021 14:41,TCLU4121797,RTG16,MM5_578_E_1,CheToStack
11/30/2021 14:42,MSCU4688011,RTG24,DD2_298_A_4,CheToStack
11/30/2021 14:42,TCNU1431543,RTG16,MM5_578_E_2,CheToStack
11/30/2021 14:42,S0025368712,RTG22,MM5_552_B_3,CheToStack
11/30/2021 14:43,CAIU2809104,RTG27,EE5_521_A_1,CheToStack
11/30/2021 14:43,S0025368708,RTG26,255270,CheToTruck
11/30/2021 14:43,MSCU7142615,RTG17,NN1_154_A_4,CheToStack
11/30/2021 14:43,HDMU4788910,RTG25,251909,CheToTruck
11/30/2021 14:44,MSKU1270114,RTG16,332881,CheToTruck
11/30/2021 14:44,S0025368729,RTG27,EE5_521_F_2,CheToStack
11/30/2021 14:44,TCNU7831911,RTG24,257612,CheToTruck
11/30/2021 14:44,S0025368724,RTG22,86664,CheToTruck
11/30/2021 14:45,S0025368744,RTG27,EE5_521_F_3,CheToStack
11/30/2021 14:45,MSDU4019679,RTG17,344592,CheToTruck
11/30/2021 14:45,S0025368738,RTG28,CC3_434_A_1,CheToStack
11/30/2021 14:45,KKFU1809148,RTG23,317637,CheToTruck
11/30/2021 14:45,HDMU3603669,RTG25,DD6_624_B_1,CheToStack
11/30/2021 14:46,FCIU9199906,RTG26,EE3_434_B_3,CheToStack
11/30/2021 14:46,MSCU7142615,RTG17,NN1_154_B_3,CheToStack
11/30/2021 14:46,S0025368763,RTG25,DD6_624_D_2,CheToStack
11/30/2021 14:46,TGBU3558711,RTG27,346684,CheToTruck
11/30/2021 14:46,SMCU1217347,RTG16,353330,CheToTruck
11/30/2021 14:47,S0025368767,RTG21,CC1_234_C_1,CheToStack
11/30/2021 14:47,MRKU4806092,RTG22,MM5_548_F_2,CheToStack
11/30/2021 14:47,S0025368771,RTG28,CC3_434_A_2,CheToStack
11/30/2021 14:48,FFAU1908398,RTG21,116066,CheToTruck
11/30/2021 14:48,MSKU0336217,RTG22,MM5_548_B_2,CheToStack
11/30/2021 14:49,MEDU7370376,RTG24,DD2_360_A_2,CheToStack
11/30/2021 14:49,MEDU8361580,RTG17,NN1_136_D_5,CheToStack
11/30/2021 14:50,FSCU4025310,RTG22,MM5_548_B_3,CheToStack
11/30/2021 14:50,S0025368805,RTG28,CC3_432_F_4,CheToStack
11/30/2021 14:50,CAIU6158720,RTG27,EE5_539_B_2,CheToStack
11/30/2021 14:50,S0025368818,RTG25,DD6_624_C_3,CheToStack
11/30/2021 14:50,GLDU7537883,RTG24,DD2_360_A_3,CheToStack
11/30/2021 14:50,INKU6481461,RTG17,DM-A5287184,CheToTruck
11/30/2021 14:51,MSMU7204574,RTG26,EE3_434_F_2,CheToStack
11/30/2021 14:51,HDMU4734555,RTG25,198935,CheToTruck
11/30/2021 14:51,MSMU8120400,RTG23,303317,CheToTruck
11/30/2021 14:51,MSMU6168024,RTG24,DD2_360_A_4,CheToStack
11/30/2021 14:52,FFAU4149253,RTG22,196900,CheToTruck
11/30/2021 14:52,MEDU7036440,RTG26,EE3_434_B_4,CheToStack
11/30/2021 14:52,S0025368838,RTG27,344368,CheToTruck
11/30/2021 14:52,MEDU8361580,RTG17,NN1_136_E_2,CheToStack
11/30/2021 14:53,SMCU1266167,RTG26,EE3_434_F_3,CheToStack
11/30/2021 14:53,MRSU5207445,RTG16,MM6_642_D_4,CheToStack
11/30/2021 14:53,S0025368848,RTG28,CC3_432_A_1,CheToStack
11/30/2021 14:53,HDMU3603669,RTG25,173933,CheToTruck
11/30/2021 14:53,MEDU9732833,RTG24,356007,CheToTruck
11/30/2021 14:54,TCKU7442319,RTG26,EE3_434_F_4,CheToStack
11/30/2021 14:54,PONU7876095,RTG16,356884,CheToTruck
11/30/2021 14:55,S0025368890,RTG25,DD6_620_D_2,CheToStack
11/30/2021 14:55,S0025368886,RTG26,223603,CheToTruck
11/30/2021 14:56,MSCU9480972,RTG16,MM6_642_F_1,CheToStack
11/30/2021 14:56,CAIU9954819,RTG25,DD6_620_D_3,CheToStack
11/30/2021 14:57,SEGU4767427,RTG23,EE1_186_E_4,CheToStack
11/30/2021 14:57,MSMU6166211,RTG28,CC3_418_E_1,CheToStack
11/30/2021 14:57,CAIU7138971,RTG25,311118,CheToTruck
11/30/2021 14:57,MRKU4490912,RTG22,MM5_500_A_4,CheToStack
11/30/2021 14:57,MEDU4815220,RTG24,132456,CheToTruck
11/30/2021 14:57,MEDU7036440,RTG26,EE3_434_E_1,CheToStack
11/30/2021 14:57,MSDU7853448,RTG16,MM6_642_F_2,CheToStack
11/30/2021 14:58,BMOU6184231,RTG27,EE5_554_C_1,CheToStack
11/30/2021 14:58,S0025368926,RTG28,CC3_418_F_2,CheToStack
11/30/2021 14:59,TCKU7442319,RTG26,EE3_434_E_2,CheToStack
11/30/2021 14:59,TGHU6422211,RTG17,NN1_206_F_2,CheToStack
11/30/2021 14:59,TRHU6870780,RTG27,225525,CheToTruck
11/30/2021 14:59,MSMU5616696,RTG22,MM5_500_B_4,CheToStack
11/30/2021 14:59,TLLU7904855,RTG23,344821,CheToTruck
11/30/2021 14:59,S0025368935,RTG28,CC3_418_E_3,CheToStack
11/30/2021 15:00,DFSU6660670,RTG17,NN1_206_A_4,CheToStack
11/30/2021 15:00,GAOU6714351,RTG22,MM5_500_B_5,CheToStack
11/30/2021 15:01,HMMU9049001,RTG25,273212,CheToTruck
11/30/2021 15:01,TGBU9923299,RTG24,DD2_356_A_1,CheToStack
11/30/2021 15:01,MEDU4928839,RTG17,NN1_206_B_5,CheToStack
11/30/2021 15:01,NYKU4969027,RTG27,EE5_562_F_4,CheToStack
11/30/2021 15:01,MRSU3548782,RTG16,MM6_654_E_1,CheToStack
11/30/2021 15:02,MSMU6166211,RTG28,331175,CheToTruck
11/30/2021 15:02,S0025368966,RTG27,EE5_562_E_3,CheToStack
11/30/2021 15:02,SMCU1075812,RTG22,362083,CheToTruck
11/30/2021 15:03,HASU4514370,RTG16,MM6_654_E_2,CheToStack
11/30/2021 15:03,TCNU1957332,RTG27,EE5_562_E_4,CheToStack
11/30/2021 15:03,TXGU5344326,RTG17,146305,CheToTruck
11/30/2021 15:04,MSMU6339636,RTG23,EE1_174_A_2,CheToStack
11/30/2021 15:04,GAOU6714351,RTG22,MM5_500_C_1,CheToStack
11/30/2021 15:05,TCNU2747650,RTG16,MM6_654_E_3,CheToStack
11/30/2021 15:05,S0025368992,RTG26,261151,CheToTruck
11/30/2021 15:05,MEDU4928839,RTG17,NN1_206_C_1,CheToStack
11/30/2021 15:05,MEDU7153977,RTG27,125763,CheToTruck
11/30/2021 15:06,MSMU5616696,RTG22,MM5_500_C_2,CheToStack
11/30/2021 15:06,TGBU5475663,RTG24,DD2_308_C_2,CheToStack
11/30/2021 15:06,MSMU7540136,RTG28,313144,CheToTruck
11/30/2021 15:06,DFSU6660670,RTG17,NN1_206_C_2,CheToStack
11/30/2021 15:06,S0025369019,RTG22,MM5_500_B_3,CheToStack
11/30/2021 15:07,MSCU4822959,RTG23,112138,CheToTruck
11/30/2021 15:07,TCNU7226485,RTG16,MM6_658_A_1,CheToStack
11/30/2021 15:07,MRKU4490912,RTG22,MM5_500_B_4,CheToStack
11/30/2021 15:08,MEDU4131193,RTG24,DD2_308_C_3,CheToStack
11/30/2021 15:09,S0025369040,RTG28,CC3_384_D_4,CheToStack
11/30/2021 15:09,TGCU5107285,RTG16,MM6_658_A_2,CheToStack
11/30/2021 15:09,MSMU8786715,RTG26,EE3_418_E_1,CheToStack
11/30/2021 15:09,BMOU6664225,RTG17,145372,CheToTruck
11/30/2021 15:10,FSCU4758071,RTG24,DD2_308_C_4,CheToStack
11/30/2021 15:10,TLLU4688475,RTG28,CC3_384_F_4,CheToStack
11/30/2021 15:10,GLDU9942550,RTG26,EE3_418_E_2,CheToStack
11/30/2021 15:11,MSDU7133094,RTG16,196592,CheToTruck
11/30/2021 15:11,MRSU5189866,RTG27,EE5_570_F_2,CheToStack
11/30/2021 15:11,TGBU9787994,RTG26,EE3_418_E_3,CheToStack
11/30/2021 15:12,DFSU6277110,RTG25,DD6_708_D_2,CheToStack
11/30/2021 15:12,CAAU5790946,RTG22,226326,CheToTruck
11/30/2021 15:12,S0025369085,RTG28,CC3_384_F_5,CheToStack
11/30/2021 15:12,SMCU1100129,RTG27,331636,CheToTruck
11/30/2021 15:13,SMCU1127747,RTG26,138784,CheToTruck
11/30/2021 15:13,CAAU5790946,RTG22,MM5_490_E_2,CheToStack
11/30/2021 15:13,MSDU7871159,RTG25,324345,CheToTruck
