Time,Container,From,To,CTMType
11/30/2021 9:51,TGBU9877280,RTG22,MM5_516_D_4,CheToStack
11/30/2021 9:51,S0025365412,RTG27,196592,CheToTruck
11/30/2021 9:52,MSMU6582116,RTG16,303660,CheToTruck
11/30/2021 9:52,TCLU9090050,RTG25,86709,CheToTruck
11/30/2021 9:52,MSCU7293782,RTG17,NN1_168_A_5,CheToStack
11/30/2021 9:52,SMCU1031075,RTG22,MM5_516_D_5,CheToStack
11/30/2021 9:53,CAXU4988973,RTG16,MM5_548_D_3,CheToStack
11/30/2021 9:53,S0025365459,RTG21,CC2_302_C_4,CheToStack
11/30/2021 9:53,CAIU8311504,RTG17,347192,CheToTruck
11/30/2021 9:54,FFAU4138829,RTG16,MM5_548_D_4,CheToStack
11/30/2021 9:54,TLLU7904583,RTG28,CC3_436_B_3,CheToStack
11/30/2021 9:54,S0025365472,RTG21,CC2_302_E_3,CheToStack
11/30/2021 9:54,MSCU7293782,RTG17,NN1_168_B_2,CheToStack
11/30/2021 9:54,TCLU8634993,RTG25,318867,CheToTruck
11/30/2021 9:54,FFAU1989255,RTG22,318114,CheToTruck
11/30/2021 9:55,MEDU7269191,RTG23,333190,CheToTruck
11/30/2021 9:55,MSDU7475414,RTG17,NN1_168_B_3,CheToStack
11/30/2021 9:55,FFAU4162738,RTG16,94486,CheToTruck
11/30/2021 9:56,S0025365492,RTG21,173304,CheToTruck
11/30/2021 9:56,S0025365507,RTG27,EE5_531_E_3,CheToStack
11/30/2021 9:56,SMCU1031075,RTG22,MM5_516_E_1,CheToStack
11/30/2021 9:57,HDMU6826590,RTG28,CC3_436_A_1,CheToStack
11/30/2021 9:57,HASU4300091,RTG25,320051,CheToTruck
11/30/2021 9:58,MEDU5253679,RTG27,135144,CheToTruck
11/30/2021 9:58,MEDU8398193,RTG28,225728,CheToTruck
11/30/2021 9:59,MSMU6371200,RTG17,322784,CheToTruck
11/30/2021 10:00,BMOU6112925,RTG21,316401,CheToTruck
11/30/2021 10:00,TCNU1577918,RTG22,MM5_486_E_4,CheToStack
11/30/2021 10:01,MSDU8286647,RTG26,EE3_406_F_4,CheToStack
11/30/2021 10:02,MSDU7098033,RTG22,MM5_486_D_5,CheToStack
11/30/2021 10:02,MSMU6588182,RTG17,NN1_120_A_3,CheToStack
11/30/2021 10:02,SEGU6231475,RTG26,EE3_406_E_5,CheToStack
11/30/2021 10:02,CAIU4813063,RTG23,EE1_116_F_2,CheToStack
11/30/2021 10:02,TCNU7263977,RTG28,CC3_440_E_3,CheToStack
11/30/2021 10:03,MSMU8683110,RTG22,MM5_486_C_5,CheToStack
11/30/2021 10:03,CAIU4891301,RTG17,NN1_120_D_5,CheToStack
11/30/2021 10:03,TCNU7044921,RTG26,197348,CheToTruck
11/30/2021 10:03,S0025365638,RTG28,CC3_440_E_4,CheToStack
11/30/2021 10:04,FDCU0055913,RTG23,354328,CheToTruck
11/30/2021 10:04,MRKU3509470,RTG16,313904,CheToTruck
11/30/2021 10:04,FFAU2381001,RTG21,CC2_282_A_2,CheToStack
11/30/2021 10:05,TCLU8265600,RTG17,229759,CheToTruck
11/30/2021 10:05,S0025365658,RTG28,311709,CheToTruck
11/30/2021 10:06,SEGU6231475,RTG26,EE3_406_C_1,CheToStack
11/30/2021 10:06,BMOU6795246,RTG21,CC2_282_A_3,CheToStack
11/30/2021 10:06,MRKU0322320,RTG25,DD6_730_A_2,CheToStack
11/30/2021 10:06,MSMU6234023,RTG22,124079,CheToTruck
11/30/2021 10:07,CAIU4891301,RTG17,NN1_120_E_2,CheToStack
11/30/2021 10:07,MSDU8286647,RTG26,EE3_406_C_2,CheToStack
11/30/2021 10:07,TCNU2747650,RTG16,MM6_654_A_1,CheToStack
11/30/2021 10:07,AXIU1644848,RTG21,UTR5813,CheToTruck
11/30/2021 10:07,S0025365696,RTG23,332391,CheToTruck
11/30/2021 10:08,S0025365715,RTG27,EE5_530_F_4,CheToStack
11/30/2021 10:08,MSMU6588182,RTG17,NN1_120_E_2,CheToStack
11/30/2021 10:09,MSMU6246894,RTG25,357615,CheToTruck
11/30/2021 10:09,HASU4514370,RTG16,MM6_654_A_2,CheToStack
11/30/2021 10:09,TRHU5170436,RTG22,MM5_486_B_1,CheToStack
11/30/2021 10:09,S0025365733,RTG27,EE5_530_B_3,CheToStack
11/30/2021 10:10,TLLU7541343,RTG17,NN1_120_E_3,CheToStack
11/30/2021 10:10,S0025365745,RTG27,226500,CheToTruck
11/30/2021 10:10,MSKU8778241,RTG22,MM5_486_B_2,CheToStack
11/30/2021 10:10,TRLU6960860,RTG26,255890,CheToTruck
11/30/2021 10:11,MRSU3548782,RTG16,MM6_654_A_3,CheToStack
11/30/2021 10:11,DFSU6507064,RTG28,CC2_340_B_2,CheToStack
11/30/2021 10:12,SMCU1255080,RTG22,MM5_486_A_1,CheToStack
11/30/2021 10:12,TCNU3714413,RTG23,166974,CheToTruck
11/30/2021 10:12,S0025365779,RTG21,3320,CheToTruck
11/30/2021 10:12,YMMU6397320,RTG28,CC2_340_B_3,CheToStack
11/30/2021 10:13,TCLU8262005,RTG16,Unknown,CheToTruck
11/30/2021 10:13,FCIU3958332,RTG25,221904,CheToTruck
11/30/2021 10:13,MSMU8683110,RTG22,MM5_486_A_2,CheToStack
11/30/2021 10:14,MSMU7217714,RTG17,320623,CheToTruck
11/30/2021 10:15,MSDU7098033,RTG22,MM5_486_A_3,CheToStack
11/30/2021 10:15,GAOU6172184,RTG28,Unknown,CheToTruck
11/30/2021 10:15,FCIU9176897,RTG23,EE1_132_F_3,CheToStack
11/30/2021 10:15,S0025365831,RTG21,CC1_201_A_1,CheToStack
11/30/2021 10:15,SMCU1192212,RTG25,DD6_716_B_3,CheToStack
11/30/2021 10:16,S0025365715,RTG27,EE5_530_E_1,CheToStack
11/30/2021 10:16,TCNU1577918,RTG22,MM5_486_B_3,CheToStack
11/30/2021 10:16,S0025365793,RTG21,CC1_201_B_4,CheToStack
11/30/2021 10:16,YMMU6383054,RTG25,DD6_716_A_3,CheToStack
11/30/2021 10:17,FCIU8609077,RTG23,EE1_128_C_3,CheToStack
11/30/2021 10:17,MEDU8537766,RTG26,EE2_270_D_4,CheToStack
11/30/2021 10:17,S0025365878,RTG27,EE5_530_E_2,CheToStack
11/30/2021 10:17,MSCU3472373,RTG28,326423,CheToTruck
11/30/2021 10:18,DFSU6660670,RTG17,NN1_206_C_3,CheToStack
11/30/2021 10:18,TRHU1561469,RTG21,319390,CheToTruck
11/30/2021 10:18,MEDU8998053,RTG23,EE1_128_C_4,CheToStack
11/30/2021 10:18,S0025365883,RTG27,351275,CheToTruck
11/30/2021 10:18,GSTU9175279,RTG25,205622,CheToTruck
11/30/2021 10:18,TLLU8544603,RTG26,UTR5603,CheToTruck
11/30/2021 10:19,MSMU7429077,RTG17,224243,CheToTruck
11/30/2021 10:20,S0025365915,RTG21,314381,CheToTruck
11/30/2021 10:20,MEDU7740629,RTG23,EE1_124_D_3,CheToStack
11/30/2021 10:21,S0025365923,RTG28,CC2_350_C_2,CheToStack
11/30/2021 10:21,DFSU6277110,RTG25,DD6_708_C_2,CheToStack
11/30/2021 10:21,MSKU9029700,RTG22,MM3_462_F_2,CheToStack
11/30/2021 10:21,MSDU8131985,RTG21,CC1_204_C_4,CheToStack
11/30/2021 10:21,S0025365940,RTG26,EE2_286_D_4,CheToStack
11/30/2021 10:21,DFSU6529485,RTG16,MM6_646_A_3,CheToStack
11/30/2021 10:21,MAEU9206350,RTG27,EE5_594_F_2,CheToStack
11/30/2021 10:22,MSCU5150519,RTG17,NN1_210_A_4,CheToStack
11/30/2021 10:22,GAOU6711500,RTG23,EE1_124_D_4,CheToStack
11/30/2021 10:22,MSDU4078429,RTG25,355177,CheToTruck
11/30/2021 10:22,TLLU4100030,RTG28,CC2_350_C_3,CheToStack
11/30/2021 10:22,FSCU9829624,RTG22,MM3_462_B_5,CheToStack
11/30/2021 10:23,S0025365957,RTG26,EE2_286_B_2,CheToStack
11/30/2021 10:23,TCLU5368204,RTG16,MM6_646_A_4,CheToStack
11/30/2021 10:23,MEDU8364953,RTG17,NN1_210_C_5,CheToStack
11/30/2021 10:23,MSKU4632285,RTG27,353049,CheToTruck
11/30/2021 10:23,MEDU8454152,RTG23,EE1_124_E_4,CheToStack
11/30/2021 10:24,MSMU7472725,RTG26,EE2_286_F_3,CheToStack
11/30/2021 10:24,S0025365968,RTG28,347290,CheToTruck
11/30/2021 10:24,MRSU4532965,RTG16,MM6_646_E_4,CheToStack
11/30/2021 10:24,S0025365984,RTG25,DD6_702_F_1,CheToStack
11/30/2021 10:24,MSMU8287932,RTG22,208840,CheToTruck
11/30/2021 10:25,MSDU4147221,RTG17,118768,CheToTruck
11/30/2021 10:25,BEAU4217558,RTG23,EE1_120_B_3,CheToStack
11/30/2021 10:26,MSMU7079805,RTG26,352144,CheToTruck
11/30/2021 10:26,MRKU1084150,RTG25,DD6_702_F_2,CheToStack
11/30/2021 10:26,CAIU4370957,RTG27,EE5_582_E_3,CheToStack
11/30/2021 10:26,KOCU4680181,RTG16,10074,CheToTruck
11/30/2021 10:26,FSCU9829624,RTG22,MM3_462_C_2,CheToStack
11/30/2021 10:27,S0025366004,RTG17,NN1_210_D_2,CheToStack
11/30/2021 10:27,MSMU6120000,RTG23,EE1_120_C_4,CheToStack
11/30/2021 10:27,FFAU3704855,RTG27,EE5_582_E_4,CheToStack
11/30/2021 10:28,MSCU5150519,RTG17,NN1_210_D_3,CheToStack
11/30/2021 10:28,MRSU4532965,RTG16,MM6_646_C_1,CheToStack
11/30/2021 10:28,MSMU6111780,RTG23,EE1_120_D_4,CheToStack
11/30/2021 10:28,TCNU8434586,RTG25,DD6_702_C_2,CheToStack
11/30/2021 10:28,TGHU0945149,RTG26,EE2_279_F_4,CheToStack
11/30/2021 10:28,TGHU9620490,RTG27,100132,CheToTruck
11/30/2021 10:29,MEDU1653384,RTG26,EE2_279_F_5,CheToStack
11/30/2021 10:30,S0025366055,RTG21,253158,CheToTruck
11/30/2021 10:30,TGBU6355003,RTG22,173779,CheToTruck
11/30/2021 10:30,TCLU5368204,RTG16,MM6_646_C_2,CheToStack
11/30/2021 10:30,S0025366062,RTG28,CC3_422_E_2,CheToStack
11/30/2021 10:30,CAIU4813063,RTG23,EE1_116_C_3,CheToStack
11/30/2021 10:30,BMOU5181650,RTG25,Unknown,CheToTruck
11/30/2021 10:30,DFSU3182242,RTG26,EE2_279_E_5,CheToStack
11/30/2021 10:31,S0025366075,RTG21,CC1_227_D_3,CheToStack
11/30/2021 10:31,TCLU9873605,RTG28,CC3_422_D_3,CheToStack
11/30/2021 10:32,MVIU0025637,RTG23,EE1_116_C_4,CheToStack
11/30/2021 10:32,S0025366093,RTG21,CC1_227_D_4,CheToStack
11/30/2021 10:32,SEGU2775871,RTG26,152902,CheToTruck
11/30/2021 10:32,TEMU3505033,RTG17,NN1_139_C_1,CheToStack
11/30/2021 10:33,MSMU6343889,RTG28,331335,CheToTruck
11/30/2021 10:33,CAIU9782999,RTG22,MM3_436_D_4,CheToStack
11/30/2021 10:34,MSDU1157036,RTG17,216871,CheToTruck
11/30/2021 10:34,DFSU3182242,RTG26,EE2_279_D_1,CheToStack
11/30/2021 10:34,MSMU8120400,RTG23,EE1_112_D_4,CheToStack
11/30/2021 10:34,MEDU4726437,RTG22,MM3_436_A_4,CheToStack
11/30/2021 10:34,SMCU1197364,RTG27,351275,CheToTruck
11/30/2021 10:35,MEDU1653384,RTG26,EE2_279_D_2,CheToStack
11/30/2021 10:36,TLLU5176323,RTG22,MM3_436_A_5,CheToStack
11/30/2021 10:37,TLLU8568689,RTG25,DD6_692_A_3,CheToStack
11/30/2021 10:37,TGHU0945149,RTG26,EE2_279_D_3,CheToStack
11/30/2021 10:37,S0025366159,RTG21,CC1_216_B_5,CheToStack
11/30/2021 10:37,S0025366158,RTG28,CC3_444_A_1,CheToStack
11/30/2021 10:37,MSCU4692942,RTG17,NN1_120_A_2,CheToStack
11/30/2021 10:38,MEDU9460674,RTG23,EE1_124_A_1,CheToStack
11/30/2021 10:38,CARU9655202,RTG22,180317,CheToTruck
11/30/2021 10:38,S0025366180,RTG21,222260,CheToTruck
11/30/2021 10:38,CIPU5151882,RTG17,NN1_120_A_3,CheToStack
11/30/2021 10:38,MSMU5625018,RTG25,Unknown,CheToTruck
11/30/2021 10:39,MSDU7775068,RTG28,CC3_440_D_2,CheToStack
11/30/2021 10:39,S0025366159,RTG21,CC1_216_A_2,CheToStack
11/30/2021 10:39,GESU6200320,RTG27,EE5_536_E_4,CheToStack
11/30/2021 10:39,MEDU8454152,RTG23,EE1_124_A_2,CheToStack
11/30/2021 10:40,TGBU6089639,RTG17,Unknown,CheToTruck
11/30/2021 10:40,TLLU5176323,RTG22,MM3_436_B_1,CheToStack
11/30/2021 10:40,TGBU9358747,RTG26,EE2_304_A_2,CheToStack
11/30/2021 10:40,S0025366218,RTG28,CC3_440_D_3,CheToStack
11/30/2021 10:41,MRKU5304083,RTG16,MM6_620_B_2,CheToStack
11/30/2021 10:41,S0025366215,RTG27,348403,CheToTruck
11/30/2021 10:41,MEDU4726437,RTG22,MM3_436_B_2,CheToStack
11/30/2021 10:41,MSMU7351132,RTG25,261099,CheToTruck
11/30/2021 10:41,TRHU8878687,RTG23,EE1_124_B_3,CheToStack
11/30/2021 10:42,TLLU6074120,RTG16,MM6_620_B_3,CheToStack
11/30/2021 10:42,SMCU1249447,RTG26,106598,CheToTruck
11/30/2021 10:42,MEDU4754866,RTG28,131936,CheToTruck
11/30/2021 10:42,MSMU5614395,RTG17,360662,CheToTruck
11/30/2021 10:43,TLLU6074120,RTG16,142555,CheToTruck
11/30/2021 10:43,MSMU6608397,RTG23,328225,CheToTruck
11/30/2021 10:45,S0025366265,RTG25,356691,CheToTruck
11/30/2021 10:46,MSDU1753396,RTG17,331740,CheToTruck
11/30/2021 10:46,TEMU1877448,RTG28,CC3_415_E_3,CheToStack
11/30/2021 10:47,TCKU6879372,RTG16,MM6_614_A_4,CheToStack
11/30/2021 10:47,CAIU9899645,RTG25,298777,CheToTruck
11/30/2021 10:47,S0025366312,RTG28,CC3_415_E_4,CheToStack
11/30/2021 10:47,S0025366323,RTG21,156714,CheToTruck
11/30/2021 10:48,GLDU7498107,RTG16,MM6_614_E_4,CheToStack
11/30/2021 10:48,MSMU5615196,RTG17,NN1_136_F_2,CheToStack
11/30/2021 10:48,FCIU3061442,RTG26,EE3_391_D_5,CheToStack
11/30/2021 10:49,BMOU2669023,RTG28,177419,CheToTruck
11/30/2021 10:49,S0025366355,RTG21,CC1_234_A_2,CheToStack
11/30/2021 10:49,BEAU6278296,RTG16,127569,CheToTruck
11/30/2021 10:50,MSMU8042420,RTG22,307686,CheToTruck
11/30/2021 10:50,MSCU3576383,RTG26,90603,CheToTruck
11/30/2021 10:50,TGBU4409440,RTG17,NN1_136_A_1,CheToStack
11/30/2021 10:50,MEDU6793603,RTG27,EE5_505_D_2,CheToStack
11/30/2021 10:51,TLLU8544917,RTG23,EE1_242_C_2,CheToStack
11/30/2021 10:51,XINU8081020,RTG21,Unknown,CheToTruck
11/30/2021 10:51,GLDU7498107,RTG16,MM6_614_D_2,CheToStack
11/30/2021 10:51,FCIU3061442,RTG26,EE3_391_A_1,CheToStack
11/30/2021 10:51,TRHU7818488,RTG17,NN1_136_A_2,CheToStack
11/30/2021 10:51,MEDU6022972,RTG27,303741,CheToTruck
11/30/2021 10:51,MRSU4067483,RTG25,113555,CheToTruck
11/30/2021 10:52,TTNU8358920,RTG24,253130,CheToTruck
11/30/2021 10:52,DFSU6156329,RTG23,EE1_242_C_3,CheToStack
11/30/2021 10:53,MSMU7725103,RTG17,136680,CheToTruck
11/30/2021 10:53,MEDU7417880,RTG23,EE1_242_C_4,CheToStack
11/30/2021 10:54,MSMU5619782,RTG22,MM5_532_E_3,CheToStack
11/30/2021 10:54,MSMU8486195,RTG26,82768,CheToTruck
11/30/2021 10:55,MSDU7548953,RTG27,EE5_496_F_4,CheToStack
11/30/2021 10:55,FFAU4164113,RTG23,204635,CheToTruck
11/30/2021 10:56,SMCU1265670,RTG22,254642,CheToTruck
11/30/2021 10:56,MSMU8539166,RTG16,MM6_610_A_3,CheToStack
11/30/2021 10:56,TGBU4408146,RTG25,DD6_648_B_1,CheToStack
11/30/2021 10:56,FDCU0469301,RTG27,322833,CheToTruck
11/30/2021 10:58,S0025366475,RTG25,92803,CheToTruck
11/30/2021 10:58,S0025366481,RTG24,111030,CheToTruck
11/30/2021 10:58,TGBU7991252,RTG23,EE1_236_F_4,CheToStack
11/30/2021 10:59,MSDU7998626,RTG17,318113,CheToTruck
11/30/2021 10:59,S0025364379,RTG16,UTR20210,CheToTruck
11/30/2021 10:59,SMCU2016706,RTG27,353656,CheToTruck
11/30/2021 10:59,MSKU6745151,RTG26,EE3_446_B_2,CheToStack
11/30/2021 11:00,S0025366499,RTG24,111030,CheToTruck
11/30/2021 11:00,GLDU4084572,RTG23,EE1_236_D_4,CheToStack
11/30/2021 11:01,MEDU3739445,RTG25,313075,CheToTruck
11/30/2021 11:02,TGHU3326446,RTG17,221188,CheToTruck
11/30/2021 11:02,CARU9778700,RTG23,131677,CheToTruck
11/30/2021 11:02,MRKU0101376,RTG26,272983,CheToTruck
11/30/2021 11:02,MRSU3797851,RTG22,225778,CheToTruck
11/30/2021 11:04,TGBU7991252,RTG23,EE1_236_E_1,CheToStack
11/30/2021 11:04,GAOU6500431,RTG25,124258,CheToTruck
11/30/2021 11:04,SUDU5974584,RTG16,MM6_650_A_4,CheToStack
11/30/2021 11:06,MSMU6157605,RTG23,EE1_236_E_2,CheToStack
11/30/2021 11:06,MRKU4794047,RTG27,EE5_554_D_1,CheToStack
11/30/2021 11:06,MRSU5207614,RTG16,MM6_650_E_4,CheToStack
11/30/2021 11:06,SMCU1204102,RTG22,352586,CheToTruck
11/30/2021 11:06,S0025366608,RTG27,EE5_554_D_2,CheToStack
11/30/2021 11:07,MEDU4722853,RTG27,EE5_554_D_3,CheToStack
11/30/2021 11:07,MSMU6239977,RTG16,MM6_650_B_5,CheToStack
11/30/2021 11:09,FDCU0469786,RTG27,100034,CheToTruck
11/30/2021 11:10,S0025366644,RTG23,EE1_182_D_3,CheToStack
11/30/2021 11:10,MRSU5119010,RTG22,MM5_556_B_5,CheToStack
11/30/2021 11:10,FFAU2075110,RTG28,CC3_412_F_3,CheToStack
11/30/2021 11:11,TCLU9484809,RTG16,MM6_650_F_3,CheToStack
11/30/2021 11:11,TCNU2495630,RTG25,90861,CheToTruck
11/30/2021 11:11,MEDU1727091,RTG17,NN1_179_E_3,CheToStack
11/30/2021 11:11,MRKU5393291,RTG23,EE1_182_E_3,CheToStack
11/30/2021 11:12,MRKU6330003,RTG22,92807,CheToTruck
11/30/2021 11:12,S0025366672,RTG24,DD2_328_B_4,CheToStack
11/30/2021 11:12,MEDU7032928,RTG21,CC2_298_E_1,CheToStack
11/30/2021 11:12,TCKU3500130,RTG27,EE5_541_F_1,CheToStack
11/30/2021 11:12,MRSU5207614,RTG16,MM6_650_C_1,CheToStack
11/30/2021 11:13,TLLU5147372,RTG23,223910,CheToTruck
11/30/2021 11:13,MSKU7120195,RTG27,EE5_541_F_2,CheToStack
11/30/2021 11:14,MSCU4915959,RTG21,CC2_298_E_2,CheToStack
11/30/2021 11:14,MSMU6239977,RTG16,MM6_650_C_2,CheToStack
11/30/2021 11:14,FFAU4132245,RTG22,MM5_552_B_4,CheToStack
11/30/2021 11:15,MSKU9231500,RTG26,EE3_462_F_3,CheToStack
11/30/2021 11:15,MSMU7147026,RTG24,219188,CheToTruck
11/30/2021 11:15,MSDU2431630,RTG27,300283,CheToTruck
11/30/2021 11:15,SUDU5974584,RTG16,MM6_650_C_3,CheToStack
11/30/2021 11:15,MRKU0322320,RTG25,157461,CheToTruck
11/30/2021 11:16,S0025366706,RTG28,CC3_414_F_4,CheToStack
11/30/2021 11:16,CAAU5859889,RTG21,113308,CheToTruck
11/30/2021 11:16,BEAU6325762,RTG26,EE3_462_F_4,CheToStack
11/30/2021 11:16,SMCU1194690,RTG22,325669,CheToTruck
11/30/2021 11:16,S0025366726,RTG23,EE1_166_A_2,CheToStack
11/30/2021 11:16,TCLU9484809,RTG16,359141,CheToTruck
11/30/2021 11:17,S0025366739,RTG24,212987,CheToTruck
11/30/2021 11:17,MEDU4926646,RTG26,Unknown,CheToTruck
11/30/2021 11:18,CLHU4751125,RTG23,358988,CheToTruck
11/30/2021 11:18,S0025366753,RTG21,CC2_298_E_3,CheToStack
11/30/2021 11:19,CAIU6707543,RTG25,255179,CheToTruck
11/30/2021 11:19,MEDU7370294,RTG24,212987,CheToTruck
11/30/2021 11:19,TEMU2913508,RTG27,EE5_541_B_1,CheToStack
11/30/2021 11:20,BEAU5861919,RTG22,272905,CheToTruck
11/30/2021 11:20,TGBU5635165,RTG21,113308,CheToTruck
11/30/2021 11:20,CXDU1909155,RTG17,202474,CheToTruck
11/30/2021 11:20,MEDU7475567,RTG28,CC3_412_D_3,CheToStack
11/30/2021 11:21,MEDU2090351,RTG27,360681,CheToTruck
11/30/2021 11:21,MOFU6716815,RTG25,314160,CheToTruck
11/30/2021 11:22,MRSU5119010,RTG22,MM5_556_C_2,CheToStack
11/30/2021 11:23,MSMU6605021,RTG17,NN2_346_C_4,CheToStack
11/30/2021 11:24,MSMU6157605,RTG23,EE1_236_F_3,CheToStack
11/30/2021 11:24,MSCU8698743,RTG17,NN2_346_E_4,CheToStack
11/30/2021 11:24,MRKU7157320,RTG25,DD6_705_A_2,CheToStack
11/30/2021 11:24,MSMU5819923,RTG28,CC3_412_D_4,CheToStack
11/30/2021 11:24,MSCU7680288,RTG24,DD2_264_B_4,CheToStack
11/30/2021 11:25,S0025366829,RTG22,MM5_536_F_2,CheToStack
11/30/2021 11:26,MSCU6814269,RTG25,DD6_705_A_3,CheToStack
11/30/2021 11:26,TCNU9650825,RTG17,111235,CheToTruck
11/30/2021 11:27,MSKU9118258,RTG26,346862,CheToTruck
11/30/2021 11:27,TGBU7991252,RTG23,351846,CheToTruck
11/30/2021 11:27,HMMU6288825,RTG22,MM5_536_E_3,CheToStack
11/30/2021 11:27,TTNU1208424,RTG25,115336,CheToTruck
11/30/2021 11:27,MSCU8698743,RTG17,NN2_346_A_1,CheToStack
11/30/2021 11:28,TGHU3490758,RTG27,EE5_541_C_1,CheToStack
11/30/2021 11:29,MSMU6157605,RTG23,EE1_236_E_1,CheToStack
11/30/2021 11:29,TEMU2913508,RTG27,179606,CheToTruck
11/30/2021 11:29,MEDU7293731,RTG24,221261,CheToTruck
11/30/2021 11:29,S0025366895,RTG26,160990,CheToTruck
11/30/2021 11:30,FFAU2570767,RTG25,DD6_712_C_2,CheToStack
11/30/2021 11:30,MSMU8886015,RTG23,EE1_236_E_2,CheToStack
11/30/2021 11:30,MEDU7775306,RTG22,MM5_524_F_1,CheToStack
11/30/2021 11:31,TCNU8833122,RTG25,333664,CheToTruck
11/30/2021 11:31,TGBU6481948,RTG28,CC3_408_C_2,CheToStack
11/30/2021 11:31,S0025366916,RTG26,EE2_344_E_2,CheToStack
11/30/2021 11:31,MSMU6229006,RTG23,EE1_236_E_3,CheToStack
11/30/2021 11:32,TGBU7009068,RTG22,MM5_524_F_2,CheToStack
11/30/2021 11:32,MSMU7830644,RTG24,DD2_268_F_1,CheToStack
11/30/2021 11:32,S0025366925,RTG26,230611,CheToTruck
11/30/2021 11:33,TCNU1368163,RTG16,MM6_662_A_2,CheToStack
11/30/2021 11:33,MSMU8674145,RTG17,NN2_276_A_2,CheToStack
11/30/2021 11:33,MRKU4904099,RTG22,MM5_524_C_1,CheToStack
11/30/2021 11:33,S0025366948,RTG23,EE1_233_A_1,CheToStack
11/30/2021 11:34,DRYU9819759,RTG25,DD6_684_C_1,CheToStack
11/30/2021 11:34,MEDU4713126,RTG24,350002,CheToTruck
11/30/2021 11:34,S0025366963,RTG27,Unknown,CheToTruck
11/30/2021 11:34,TCLU1707824,RTG17,NN2_276_A_3,CheToStack
11/30/2021 11:35,S0025366971,RTG23,EE1_233_A_2,CheToStack
11/30/2021 11:35,MSMU6118893,RTG22,215648,CheToTruck
11/30/2021 11:35,UACU5705670,RTG25,203092,CheToTruck
11/30/2021 11:35,MSMU6373564,RTG16,MM6_662_A_3,CheToStack
11/30/2021 11:35,SMCU1247378,RTG26,EE2_316_E_4,CheToStack
11/30/2021 11:36,MSCU7274273,RTG17,109077,CheToTruck
11/30/2021 11:37,MSMU8171080,RTG26,225404,CheToTruck
11/30/2021 11:37,S0025367007,RTG23,EE1_239_B_2,CheToStack
11/30/2021 11:37,MSMU6114938,RTG16,151925,CheToTruck
11/30/2021 11:37,S0025367014,RTG24,10729,CheToTruck
11/30/2021 11:38,S0025366997,RTG28,130956,CheToTruck
11/30/2021 11:38,MEDU7146432,RTG26,84062,CheToTruck
11/30/2021 11:38,MEDU5001208,RTG23,EE1_239_A_2,CheToStack
11/30/2021 11:39,S0025367041,RTG27,EE5_542_D_4,CheToStack
11/30/2021 11:39,TEMU8702776,RTG16,111946,CheToTruck
11/30/2021 11:39,KOCU4069932,RTG25,DD6_640_B_2,CheToStack
11/30/2021 11:39,S0025367046,RTG24,10729,CheToTruck
11/30/2021 11:40,S0025367060,RTG27,360919,CheToTruck
11/30/2021 11:40,ONEU0331582,RTG25,109282,CheToTruck
11/30/2021 11:42,MSMU5683307,RTG17,NN1_176_D_4,CheToStack
11/30/2021 11:42,MEDU2721945,RTG26,EE2_273_F_4,CheToStack
11/30/2021 11:43,FCIU2614219,RTG26,EE2_273_D_4,CheToStack
11/30/2021 11:43,MEDU8587962,RTG17,149490,CheToTruck
11/30/2021 11:45,MRKU8736732,RTG26,333521,CheToTruck
11/30/2021 13:13,CGIU2234580,RTG16,230382,CheToTruck
11/30/2021 13:15,MSMU5683307,RTG17,NN1_176_F_1,CheToStack
11/30/2021 13:17,FDCU0047712,RTG16,MM6_642_A_4,CheToStack
11/30/2021 13:17,FSCU4758071,RTG24,DD2_308_F_1,CheToStack
11/30/2021 13:17,MSMU7515175,RTG17,NN1_176_F_2,CheToStack
11/30/2021 13:17,GLDU0672500,RTG16,MM6_642_B_5,CheToStack
11/30/2021 13:18,TGBU5475663,RTG24,DD2_308_F_2,CheToStack
11/30/2021 13:18,MSMU6301219,RTG25,224208,CheToTruck
11/30/2021 13:19,CXRU1410319,RTG17,NN1_176_C_5,CheToStack
11/30/2021 13:19,FCIU8625817,RTG21,Unknown,CheToTruck
11/30/2021 13:19,TGBU7431495,RTG16,348611,CheToTruck
11/30/2021 13:20,FSCU6394220,RTG24,122175,CheToTruck
11/30/2021 13:20,S0025367625,RTG28,358743,CheToTruck
11/30/2021 13:21,FFAU3702195,RTG25,DD6_628_A_1,CheToStack
11/30/2021 13:21,MSMU6642771,RTG17,84359,CheToTruck
11/30/2021 13:21,GLDU0672500,RTG16,MM6_642_D_2,CheToStack
11/30/2021 13:21,TRHU6380930,RTG21,Unknown,CheToTruck
11/30/2021 13:22,CXRU1410319,RTG17,NN1_176_D_1,CheToStack
11/30/2021 13:23,HDMU4788910,RTG25,DD6_628_A_2,CheToStack
11/30/2021 13:23,KOCU5031192,RTG22,MM5_582_B_4,CheToStack
11/30/2021 13:23,FDCU0047712,RTG16,MM6_642_D_3,CheToStack
11/30/2021 13:24,S0025367664,RTG21,CC2_302_C_2,CheToStack
11/30/2021 13:24,MSKU1201520,RTG22,MM5_582_C_5,CheToStack
11/30/2021 13:24,GCXU5680773,RTG26,EE2_348_E_1,CheToStack
11/30/2021 13:24,KOCU4592820,RTG25,169626,CheToTruck
11/30/2021 13:24,MSMU7790460,RTG28,226470,CheToTruck
